subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
ENGSC,500,4.0,Special Topics in Electrical and Computer Engineering,Senior standing or consent of instructor,
ENGSC,501,4.0,Dynamic System Theory,"Familiarity with differential equations and matrices at the level of E NG SC 401 or CAS MA 242, or consent of instructor",
ENGSC,502,4.0,DYN SYSTEM APPL,,
ENGSC,503,4.0,Digital Logic Design,,
ENGSC,504,4.0,Advanced Data Structures,(CASCS113) - Graduate Prerequisites: (CASCS113) - Review of basic data structures and Java syntax,
ENGSC,505,4.0,Stochastic Processes,"ENGSC401, CASMA142 (or equivalent)and either ENGSC381 or ENGEK500 - Introduction to discrete and continuous-time random processes",
ENGSC,506,4.0,Stochastic Models and Forecasting,,
ENGSC,507,4.0,HYBRID SYSTEMS,,
ENGSC,508,4.0,Process Control,(ENGSC402 & ENGSC501) - Graduate Prerequisites: (ENGSC402 OR ENGSC501) - Integrated study of process control and modern control theory,
ENGSC,509,4.0,Simulation,,
ENGSC,510,4.0,SYSTEM RELIABIL,,
ENGSC,511,4.0,Software Systems Design,"knowledge of a high-level language such as Pascal, C, C  , or Ada, and an introductory course in data structures",
ENGSC,512,4.0,Enterprise Client-Server Software Systems Design,"(ENGSC416 & (ENGSC401 OR ENGEK510)) - Graduate Prerequisites: (ENGSC416 OR ENGSC402 OR ENGSC415) - Examination of past, current, and emerging technologies",
ENGSC,513,4.0,Computer Architecture,(ENGSC312) - Graduate Prerequisites: (ENGSC312) - The concepts of computer architecture from a quantitative approach,
ENGSC,514,4.0,Simulation,"ENG EK 126/127 or knowledge of general programming language, ENG MN 30 8 or ENG SC 381 - Modeling of discrete event systems and their analysis through simulations",
ENGSC,515,4.0,Digital Communication,"(ENGSC415 & CASMA381) - Channel characterization; signal design; optimal receivers; coherent and noncoherent digital signaling; intersymbol interference; baseband shaping; equalization, synchronization, and detection; error detection and correction coding",
ENGSC,516,4.0,Digital Systems Processing,"(ENGSC416 OR ENGSC402 OR ENGSC415) - Advanced structures and techniques for digital signal processing and their properties in relation to application requirements such as real-time, low bandwidth, and low-power operation",
ENGSC,517,4.0,Applications of Formal Methods,(CASCS113) - Graduate Prerequisites: (CASCS113) - Formal foundations for the theory and practice of software engineering,
ENGSC,518,4.0,Software Project Management,(ENGSC511) - Planning and control of a software project,
ENGSC,519,4.0,PICT PATRN RECG,,
ENGSC,520,4.0,Digital Image Processing and Communication,(ENGSC381 & ENGSC416) - Review of signals and systems in multiple dimensions,
ENGSC,524,4.0,Optimization Theory and Methods,(ENGMN409) - Graduate Prerequisites: (ENGMN409) or consent of instructor,
ENGSC,525,4.0,EMB COMD SW DSN,,
ENGSC,533,4.0,Advanced Discrete Mathematics,"(CASMA124) - Graduate Prerequisites: (CASMA124) - Selected topics in discrete mathematics: formal systems, mathematical deduction, logical concepts, theorem proving",
ENGSC,534,4.0,Discrete Stochastic Models,"(ENGSC381 OR ENGEK500) - Markov chains, Chapman-Kolmogorov equation",
ENGSC,535,4.0,Introduction to Embedded Systems,"Basic knowledge of assembly languages, computer organization and logic circuits, basic knowledge of data structure and algorithms, programmi ng skills in C/C",
ENGSC,540,4.0,Introduction to Operating Systems,ENG EK 412,
ENGSC,541,4.0,Computer Communications and Networks,"ENG SC 441 - Basic delay and blocking models for computer communications:M/M/I queue, Jackson networks, and loss networks",
ENGSC,544,4.0,Networking the Physical World,(ENGSC312 & ENGSC450) ENGSC441 is desirable,
ENGSC,545,4.0,COMP PERFORM AN,,
ENGSC,546,4.0,Computer Communications and Networks,(ENGSC401 & CASMA381) - Descriptions of current network technology are combined with a conceptual framework for understanding the operating and design principles of computer and communication networks,
ENGSC,550,4.0,Microprocessors,"ENG SC 503, SC 312 and knowledge of assembly language, or ENG EK 412",
ENGSC,551,4.0,Advanced Digital Design with Verilog and FPGA,(ENGSC311 & ENGSC312) or consent of instructor,
ENGSC,552,4.0,Testing of Interconnection Networks,(ENGSC312) - A unified presentation of approaches for testing and diagnosis of computer networks starting from the chip level and up to the system level,
ENGSC,560,4.0,Introduction to Photonics,"(CASPY313) - Graduate Prerequisites: (CASPY313) - Introduction to optics, wave optics, Fourier optics and holography, absorption, dispersion",
ENGSC,561,4.0,Error Control Codes,"(CASMA193) - Graduate Prerequisites: (CASMA193) - Introduction to codes for error detection and correction in communication and computation channels, linear algebra over finite fields, bounds, Shannon's Theorem, perfect and quasi-perfect codes, probability of error detection, Hamming, BCH, MDS, Reed-Solomon, and non-linear codes",
ENGSC,562,4.0,Digital Communication,(ENGSC401 & ENGSC415 & CASMA381) - Graduate Prerequisites: (ENGSC401 & ENGSC415 & CASMA381) - Channel characterization; signal design; optimal receivers; coherent and noncoherent digital signaling; intersymbol interference; baseband shaping; equalization; synchronization and detection; error detection and correction coding,
ENGSC,563,4.0,Fiber Optic Communication Systems,"(ENGSC410 & ENGSC311 & ENGSC415 & ENGSC560) - Introduction to fiber optics; components, concepts, and systems design techniques required for planning, design, and installation of fiber-optic communication systems",
ENGSC,564,4.0,FLDS FORCES MOT,,
ENGSC,565,4.0,Electromagnetic Energy Transmission,ENGSC455 or equivalent,
ENGSC,566,4.0,The Atmosphere and Space Environment,Diffenrential equations and a scientific programming language,
ENGSC,567,4.0,COMPTNL ELCTRMG,,
ENGSC,568,4.0,Optical Fiber Sensors,(ENGSC455) - This course will cover the theory and practice of optical fiber sensors,
ENGSC,569,4.0,Introduction to Subsurface Imaging,"Senior or graduate standing in ENG, PY, CH, MA, or CS",
ENGSC,570,4.0,Lasers and Applications,(CASPY313) - Graduate Prerequisites: (CASPY313) - Review of wave optics,
ENGSC,571,4.0,VLSI Principles and Applications,(ENGSC311 & ENGSC410) - Graduate Prerequisites: (ENGSC311 & ENGSC410) - Very large-scale integrated circuit design,
ENGSC,572,2.0,VLSI Design Project,ENGSC571 or consent of instructor,
ENGSC,574,4.0,Solid State Devices,(CASPY313) - Study of the fundamentals of quantum mechanics necessary to understand the properties of semiconductor materials,
ENGSC,575,4.0,Semiconductor Devices,(ENGSC410 & ENGSC455 & CASPY313) or equivalent,
ENGSC,576,4.0,VLSI FABRK/MODL,,
ENGSC,577,4.0,Solid State Devices,(CASPY313 OR CASPY354) or equivalent,
ENGSC,578,4.0,Fabrication Technology for Integrated Systems,"(ENGSC410) ; Undergraduate Corequisites: (ENGSC410) - Graduate Prerequisites: (ENGSC410) ; Graduate Corequisites: (ENGSC410) - Presentation of fabrication procedures for silicon integrated circuits: physical properties of bulk and epitaxially-grown silicon; silicon processing such as oxidation, diffusion, epitaxy, deposition, and ion implantation; silicon crystallography, anisotropic etching, piezoresistivity, photolithography and chemical and plasma techniques",
ENGSC,579,4.0,Microelectronic Device Manufacturing,"Graduate standing plus an undergraduate course in semiconductors at th e level of ENG SC 410, ENG SC 453, ENG SC 471, CAS PY 313 or CAS PY 35 4, or consent of instructor",
ENGSC,580,4.0,Modern Active Circuit Design,(ENGSC412) - Graduate Prerequisites: (ENGSC412) - Anatomy of an operational amplifier analyzed using chip design techniques,
ENGSC,581,4.0,Power Electronics,(ENGSC410 & ENGSC471) or equivalent,
ENGSC,582,4.0,RF/Analog IC Design Fundamentals,(ENGSC412 & ENGSC571) or consent of instructor,
ENGSC,583,4.0,EMG ANAL & DSGN,,
ENGSC,590,4.0,VLSI SYS DESIGN,,
ENGSC,591,2.0,Photonics Lab I,(CASPY313) ; Undergraduate Corequisites: (ENGSC560) - Introduction to optical measurements,
ENGSC,599,4.0,Advanced Laboratory,,
ENGSC,604,4.0,AD COMMUNIC TOP,,
ENGSC,700,4.0,Advanced Topics in ECE,graduate standing or consent of instructor,
ENGSC,701,4.0,Optimal and Robust Control,"(ENGAM501 OR ENGSC501) or equivalent, or consent of instructor",
ENGSC,702,4.0,Recursive Estimation and Optimal Filtering,(ENGSC505) - State-space theory of dynamic estimation in discrete and continuous time,
ENGSC,707,4.0,RADR RMOTE SENS,,
ENGSC,708,4.0,ADV PROC CONTRL,,
ENGSC,710,4.0,Dynamic Programming and Stochastic Control,( (CASMA381 OR ENGEK500) & (ENGSC402 OR ENGSC501)) - Introduction to sequential decision making via dynamic programming,
ENGSC,711,4.0,SOFTWARE ARCHTC,,
ENGSC,712,4.0,Advanced Software for Computer Engineers,"Computer networking fundamentals, C, C  , or Java programming experien ce - Graduate Prerequisites:",
ENGSC,713,4.0,Parallel Computer Architecture,(ENGSC513) - Advanced topics in computer architecture and concurrent processor design,
ENGSC,714,4.0,Software Performance Engineering,(ENGSC511) - Performance analysis of real-time software and systems,
ENGSC,715,4.0,IMAGE PROCESS,,
ENGSC,716,4.0,Advanced Digital Signal Processing,"(ENGSC512) - Selected topics from time-frequency distributions, parametric signal modeling, high-resolution spectral estimation, multirate signal processing, multidimensional signal processing, adaptive signal processing, alternative algorithms for DFT computation, symbolic and knowledge based signal processing",
ENGSC,717,4.0,Image Reconstruction and Restoration,(ENGSC416 & ENGSC505) - Principles and methods of reconstructing images and estimating multidimensional fields from indirect and noisy data; general deterministic (variational) and stochastic (Bayesian) techniques of regularizing ill-posed inverse problems; relationship of problem structure (data and models) to computational efficiency; impact of typically large image processing problems on viability of solution methods; problems in imaging and computational vision including tomography and surface reconstruction,
ENGSC,719,4.0,Statistical Pattern Recognition,"(CASMA381 OR ENGEK500) ; Graduate Corequisites: (ENGSC505) - The statistical theory of pattern recognition, including both parametric and nonparametric approaches to classification",
ENGSC,720,4.0,Special Topics in Wave Propagation,permission of instructor,
ENGSC,724,4.0,ADV OPTMZTN T/M,,
ENGSC,725,4.0,Queueing Systems,(ENGEK500 & ENGSC505) or consent of instructor,
ENGSC,726,4.0,Personal Knowledge Engineering,Fluency in a computer language; consent of the instructor,
ENGSC,727,4.0,Advanced Coding Theory,ENG SC 561 or equivalent,
ENGSC,730,4.0,Information-Theoretical Design of Algorithms,,
ENGSC,731,4.0,Applied Plasma Physics,(ENGSC565) - Statistical description of plasmas as many-body systems,
ENGSC,732,4.0,COMBIN OPTIMIZ,,
ENGSC,733,4.0,DISC EV/HYB SYS,,
ENGSC,740,4.0,PARAM EST&SY ID,,
ENGSC,741,4.0,Network Computing,,
ENGSC,744,4.0,MOBILE NTWK&CMP,,
ENGSC,745,4.0,Digital Speech Processing,(ENGSC512 OR CASMA381 OR ENGEK500) - Digital signal processing techniques for speech analysis based on linear systems model of the vocal tract,
ENGSC,746,4.0,Switching Architecture and ISDN,(ENGSC546) - Telecommunication services and switching,
ENGSC,747,4.0,ANLYS WIDE NTWK,,
ENGSC,748,4.0,Multimedia Computer System Design,(ENGSC546) or equivalent;C language programming with UNIX,
ENGSC,749,4.0,Interconnection Networks for Multicomputers,(ENGSC513 & ENGSC534 & ENGSC546) - Interconnection network topolgies,
ENGSC,751,4.0,ASYNC CIRC&SYST,,
ENGSC,752,4.0,Theory of Computer Hardware Testing,(ENGSC404 OR ENGSC533) - A unified presentation of approaches for testing computer hardware,
ENGSC,753,4.0,Fault-Tolerant Computing,(ENGSC533) knowledge of computer architecture and testing,
ENGSC,757,4.0,Advanced Microprocessor Design,,
ENGSC,759,4.0,LCL AREA CMPNET,,
ENGSC,760,4.0,Introduction to Photonics,,
ENGSC,761,4.0,Information Theory and Coding,(ENGEK500 OR CASMA381 OR CASMA581) - Introduction to information theory; entropy and information; discrete sources; Shannon-McMillan theorem; noiseless coding theorems; noisy channel and information transmission rate; channel capacity; Shannon's theorem for the noisy channel; error correcting codes; continuous messages and continuous channels; reproduction with a fidelity criterion; basic theorem for a continuous channel,
ENGSC,762,4.0,QUANTUM OPTICS,,
ENGSC,763,4.0,NONLNR/UFAST OP,,
ENGSC,764,4.0,OPTICAL MSRMNT,,
ENGSC,765,4.0,BME OP BIOPHOTN,,
ENGSC,770,4.0,Integrated Optoelectronics,,
ENGSC,771,4.0,Physics of Compound Semiconductor Devices,"(ENGSC577 OR ENGSC575 OR CASPY543) - Physics of present-day compound devices, and emerging devices based on quantum mechanical phenomena",
ENGSC,772,4.0,VLSI Graduate Design Project,"(ENGSC571) - Students working in groups of 1-4 people design and simulate a microchip, and create a fabrication file",
ENGSC,774,4.0,LIGHT EMIT DIOD,,
ENGSC,775,4.0,VLSI Devices and Device Models,"(ENGSC575) - Study of device phenomena in very small and high-speed devices including effects of scaling, interfaces, and high doping",
ENGSC,776,4.0,VLSI FABRK/MODL,,
ENGSC,777,4.0,STAT MOD MAT SC,,
ENGSC,778,4.0,FABRIC TECH,,
ENGSC,779,4.0,SEMCOND DEV LAB,,
ENGSC,780,4.0,ANLOG VLSI DSGN,,
ENGSC,782,4.0,ELEC PWR SYSTMS,,
ENGSC,783,4.0,ENG ANAL & DSNG,,
ENGSC,784,4.0,FOURIER OPTICS,,
ENGSC,850,0.0,Graduate Teaching Seminar,,
ENGSC,891,2.0,Seminar: Computer Systems Engineering,,
ENGSC,892,2.0,Seminar: Electro-Physics,,
ENGSC,893,2.0,Seminar: Signals and Systems,,
ENGSC,900,4.0,Research,consent of instructor,
ENGSC,901,4.0,Thesis,Stamped approval is required,
ENGSC,910,4.0,Computer Engineering Design Project,Stamped approval is required,
ENGSC,911,4.0,Systems Design Project,,
ENGSC,912,4.0,Software Engineering Project,(ENGSC511 & ENGSC518) Stamped approval is required; open only to MS degree candidates,
ENGSC,913,4.0,Electrical Engineering Design Project,Stamped approval is required,
ENGSC,914,4.0,PROJ PHOTONICS,,
ENGSC,915,4.0,CSE TEAM PROJCT,,
ENGSC,939,0.0,CONT STUDY,,
ENGSC,951,4.0,Independent Study,Stamped approval is required,
ENGSC,991,4.0,Dissertation,,
ENGSE,501,4.0,Dynamic Systems Theory,"Familiarity with differential equations and matrices at the level of E NG ME 404 or CAS MA 242, or consent of instructor",
ENGSE,523,4.0,Deep Learning,,
ENGSE,524,4.0,Optimization Theory and Methods,"(ENGEK102 OR CASMA142) - Introduction to optimization problems and algorithms emphasizing problem formulation, basic methodologies, and underlying mathematical structures",
ENGSE,543,4.0,"Sustainable Power Systems: Planning, Operation and Markets",Graduate/Senior status and consent of instructor,
ENGSE,544,4.0,Networking the Physical World,"ENG EC 312 or ENG EC 450; ENG EC 441 is desirable, C programming exper ience required",
ENGSE,545,4.0,Cyber-Physical Systems,(ENGEC311 & ENGEC327 & ENGEC330) Or equivalent knowledge of Boolean algebra and finite state machines,
ENGSE,674,4.0,Optimization Theory and Methods 2,,
ENGSE,700,4.0,Advanced Special Topics,Graduate standing or consent of instructor,
ENGSE,701,4.0,Optimal and Robust Control,(ENGEC501 OR ENGME501 OR ENGSE501) - This course is aimed at an introduction (with rigorous treatment) to the fundamentals of optimal and robust control,
ENGSE,704,4.0,No longer offered,ENG SE/ME/EC 501,
ENGSE,710,4.0,Dynamic Programming and Reinforcement Learning,"(CASMA 381 OR ENGEK 500 OR ENGME 308) and ENGEC 402, ENGEC 501 or ENGME 510 - Introduction to sequential decision making via dynamic programming",
ENGSE,714,4.0,Advanced Stochastic Modeling and Simulation,"(ENGEK500) or equivalent, knowledge of stochastic processes, or consent of the in structor",
ENGSE,721,4.0,Advances in Cyber and IoT Security,"ENGEK, 500 or 505 or 521 and ENGEC541 or instructor consent",
ENGSE,724,4.0,Advanced Optimization Theory and Methods,ENGEC524 or consent of instructor,
ENGSE,725,4.0,Queueing Systems,(ENGEK500 OR ENGEC505) or consent of instructor,
ENGSE,732,4.0,Combinatorial Optimization and Graph Algorithms,(ENGME411 OR CASCS330) or equivalent course on optimization or algorithms,
ENGSE,733,4.0,Discrete Event and Hybrid Systems,(ENGEK500) or equivalent or consent of instructor,
ENGSE,734,4.0,Hybrid Systems,"(ENGSE501 OR ENGEC501 OR ENGME501) or consent of instructor - The course offers a detailed introduction to hybrid systems, which are dynamical systems combining continuous dynamics (modeled by differential equations) with discrete dynamics (modeled by automata)",
ENGSE,740,4.0,"Vision, Robotics, and Planning",Graduate standing or consent of instructor,
ENGSE,741,4.0,No longer offered,,
ENGSE,755,4.0,Communication Networks Control,(ENGME714) or consent of instructor,
ENGSE,762,4.0,Nonlinear Systems and Control,(ENGME501 OR ENGEC501) or consent of instructor - Introduction to the theory and design methods of non-linear control systems,
ENGSE,765,4.0,No longer offered,,
ENGSE,766,4.0,Advanced Scheduling Models and Methods,(ENGEK500 & ENGME510) - Emphasizes basic methodological tools and recent advances for the solution of scheduling problems in both deterministic and stochastic settings,
ENGSE,801,4.0,Teaching Practicum 1,,
ENGSE,802,4.0,Teaching Practicum 2,,
ENGSE,803,0.0,Teaching Practicum I,,
ENGSE,804,0.0,No longer offered,,
ENGSE,810,4.0,PhD Internship in Systems Engineering,Permission of advisor and an approved internship offer; at least two c omplete semesters in the SE PhD program,
ENGSE,900,8.0,PhD Research,Graduate standing,
ENGSE,901,4.0,Thesis,By petition only,
ENGSE,925,4.0,GRAD PROJECT,,
ENGSE,951,8.0,Independent Study,"By petition only - Graduate students may study, under a faculty member's supervision, subjects not covered in a regularly offered course",
ENGSE,952,8.0,SE Mentored Project,Permission of instructor - Students who are pursuing a project to satisfy their practicum requirement for the SE without Thesis and MEng degrees will register for up to 4 credits of this course,
ENGSE,954,8.0,MS Thesis,Graduate standing,
ENGSE,991,8.0,PhD Dissertation,Graduate standing,
ENGTP,701,4.0,INDUS INNOVATN,,
ENGTP,712,4.0,QUANT RSRCH MTH,,
ENGTP,721,4.0,ORGNIZTN & TECH,,
ENGXM,306,3.0,INTRO MAT SCI,,
HUBAP,173,0.0,AP BIOLOGY EXAM,,
HUBAP,772,0.0,AP EXAM QRII,,
HUBCC,100,0.0,Cocurricular: Communicating Wellness: An Immersive Experience in Teamwork and Collaboration,,
HUBCC,101,0.0,Cocurricular: Individual and Community Health and Well-being at BU,,
HUBCC,107,0.0,Cocurricular: Thriving Together: Student Wellbeing at BU,,
HUBCC,108,0.0,Cocurricular: The Wellbeing Advantage: Developing Leadership Skills through Wellbeing,,
HUBCC,110,0.0,Cocurricular: Healthcare Literacy,,Research and Information Literacy
HUBCC,120,0.0,Cocurricular: Vocation,,
HUBCC,121,0.0,Cocurricular: Critical Reflection on Community Engagement,,
HUBCC,122,0.0,"Cocurricular: Gender, Identity, and Education",,
HUBCC,123,0.0,Cocurricular: How Very Queer: Who Am I Really'!,,
HUBCC,125,0.0,Cocurricular: Global House: Building Diverse Communities,Completion of a 112-level language course (minimum) or the equivalent proficiency level in one of the Global House languages,
HUBCC,126,0.0,Cocurricular: Global House: Building Diverse Communities II,for HUB CC 126,
HUBCC,127,0.0,Cocurricular: Designing Your BU,,
HUBCC,128,0.0,Cocurricular: Belonging on Campus,,
HUBCC,130,0.0,Cocurricular: Life's Big Questions: Exploring Jewish Identities in Community,,
HUBCC,131,0.0,Cocurricular: The North End as Idea and Experience,,
HUBCC,133,0.0,"Cocurricular: The Individual, Community, and the Arts",,
HUBCC,135,0.0,Cocurricular: Global House: Exploring Cultures & Languages,Completion of a 112-level language course (minimum) or the equivalent proficiency level in one of the Global House languages,
HUBCC,136,0.0,Cocurricular: Global House: Exploring Cultures & Languages II,for HUB CC 136,
HUBCC,140,0.0,Cocurricular: Introduction to Sports Marketing & School Spirit,,
HUBCC,141,0.0,Cocurricular: Bloom Family Leadership Academy: High-Performing Individuals & Teams I,,
HUBCC,142,0.0,Cocurricular: Bloom Family Leadership Academy: High-Performing Individuals & Teams II,for HUB CC 142,
HUBCC,150,0.0,Cocurricular: Collegiate Leadership Competition,,
HUBCC,160,0.0,Cocurricular: The Common Thread Podcast,,
HUBCC,161,0.0,Cocurricular: Starting a Startup: Discovering and Validating Innovative Ideas,,
HUBCC,162,0.0,Cocurricular: Innovation for Social Impact: Applying the Design Thinking Process Towards Social Ch,,
HUBCC,163,0.0,Cocurricular: Launching a Project,,
HUBCC,164,0.0,Cocurricular: Community Changemaking in Boston: How to Get Started Pursuing Local Social Causes,,
HUBCC,180,0.0,"Cocurricular: Living History: Discovering, Processing, and Curating Archives in the Gotlieb Center",,
HUBCC,181,0.0,Cocurricular: The Core Docent Program I,,
HUBCC,182,0.0,Cocurricular: The Core Docent Program,A CAS CC class or can be a co-requisite,
HUBCC,184,0.0,Cocurricular: Earth House,,
HUBCC,192,0.0,Cocurricular: The Journal of the Core Curriculum,"At least one Core Curriculum course - In this hands-on publishing experience, students collaborate to produce the long running annual Journal of the Core Curriculum",
HUBCC,193,0.0,Cocurricular: Forced Displacement Studies 1,,
HUBCC,194,0.0,Cocurricular: Forced Displacement Studies 2,,
HUBCC,195,0.0,Cocurricular: Exploring Research Opportunities,,
HUBCC,199,0.0,"Cocurricular: Hostile Terrain 94: Immigration, Politics, and Activism Through the Arts",,
HUBCC,220,0.0,Cocurricular: Architects of the Arts: The CFA Peer Mentoring Experience,,
HUBCC,224,0.0,Cocurricular: Mentoring the Engineering Community,,
HUBCC,230,0.0,Cocurricular: Religion and Identity Through the Lens of Israel,,
HUBCC,232,0.0,"Cocurricular: Experiencing Cuba: Afro-Cuban Culture, Society, and Arts",,
HUBCC,234,0.0,Cocurricular: American Civil Rights: Sites/Sights,,
HUBCC,280,0.0,Cocurricular: Building a Research Community,,
HUBCC,282,0.0,Cocurricular: Public Health Education and Identity with the Boston Student Community,,
HUBCC,283,0.0,Cocurricular: Publicly Engaged Scholarship and Equitable Service within the Boston Community,,
HUBCC,284,0.0,Cocurricular: Global Decolonization Initiative Research Internships,for Connected Partitions,
HUBCC,285,0.0,Cocurricular: Research Scholars Seminar,,
HUBCC,290,0.0,Cocurricular: Social Science Research Fundamentals 1,for HUB CC 291,
HUBCC,291,0.0,Cocurricular: Social Science Research Fundamentals 2,for HUB CC 291,
HUBCC,299,0.0,Cocurricular: WIN in Your Career,"CASEN120 or CASWR120,or KHCST111 or CGSRH101",
HUBFY,101,0.0,Cocurricular: The First Year Experience,,
HUBIC,201,4.0,"Race, Policing, and Resistance in the United States and Beyond",,"Historical Consciousness, Quantitative Reasoning I"
HUBIC,203,4.0,Pitching Ideas for Success,,"Digital/Multimedia Express, Quantitative Reasoning I"
HUBIC,205,4.0,Understanding War Through Film,,
HUBIC,207,4.0,Heroes and Heroines: Quest for Self and Identity,,
HUBIC,209,4.0,Interdisciplinary Introduction to Forced Displacement,,"Creativity/Innovation, Philosophical Inquiry and Life's Meanings, Social Inquiry 1"
HUBIC,211,4.0,Engaging with Communities: Ethics and Skills,,"Ethical Reasoning, Social Inquiry 1"
HUBRL,401,0.0,Research and Information Literacy (RIL) in Honors Thesis/Directed Study,,
HUBSA,225,0.0,Global Citizenship and Intercultural Literacy with Study Abroad,,
HUBSA,230,0.0,The Individual in Community with Study Abroad,,
HUBSJ,101,4.0,Social & Racial Justice: Systems and Structures,,"Global Citizenship and Intercultural Literacy, Historical Consciousness, Critical Thinking"
HUBSJ,102,4.0,Social & Racial Justice: Advocacy and Action,"HUB SJ 101 - This course provides students with opportunities to engage the principles, theories, and practices of social and racial justice",
HUBXC,398,4.0,XCC Summer Intensive: Cross Cultural Perspectives in Global Health,,"Oral and/or Signed Communication, Research and Information Literacy, Teamwork/Collaboration"
HUBXC,399,4.0,XCC Summer Intensive: Introduction to Digital Filmmaking,,
HUBXC,410,4.0,BU Cross-College Challenge Projects (WIN),"First Year Writing Seminar (e.g., WR 100 or WR 120) - Are you looking to take on a real-world challenge, build your collaboration, leadership, and written communication skills' Would you like to work with fellow students from across BU and with a community partner on an interesting and engaging project' Then the Cross-College Challenge (XCC) is for you! This particular course will focus on writing-intensive within the communication Hub area","Writing-Intensive Course, Teamwork/Collaboration, Creativity/Innovation, and Research and Information Literacy"
HUBXC,411,4.0,Back to the Past: Gaming and Design for Immersive Role Play,,
HUBXC,420,4.0,BU Cross-College Challenge Projects (DME),,"Digital/Multimedia Expression, Teamwork/Collaboration, Creativity/Innovation, and Research and Information Literacy"
HUBXC,421,4.0,Unheard Voices: Deconstructing the Dominant Narratives by Inclusion,,
HUBXC,422,4.0,Exploring Walkability in Boston,,
HUBXC,433,4.0,BU Cross-College Challenge Projects (OSC),,"Teamwork/Collaboration, Creativity/Innovation, Oral and/or Signed Communication, Research and Information Literacy"
HUBXC,434,4.0,Marketing and Social Equity in the Cannabis Industry,,
HUBXC,435,4.0,Spirit of Wonder: Cross-Cultural Storytelling,,
HUBXC,436,4.0,Bike to BU,,
HUBXC,437,4.0,Environmental Justice and Urban Tree Canopies,,"Creativity/Innovation, Oral and Signed Communication, Research and Information Literacy, Teamwork/Collaboration"
HUBXC,438,4.0,The Art and Science of Technology Consulting,,"Creativity/Innovation, Oral and Signed Communication, Research and Information Literacy, Teamwork/Collaboration"
HUBXC,473,4.0,Justice Media Computational Journalism Co-Lab,,
HUBXC,475,4.0,Spark! Innovation Program,,
QSTAC,221,4.0,Financial Accounting,QST SM131,
QSTAC,222,4.0,Managerial Accounting,"QST AC221 previous or concurrent - Introduces the basic principles, methods, and challenges of modern managerial accounting",
QSTAC,347,4.0,Intermediate Accounting 1,QST AC221; QST AC222 previous or concurrent,
QSTAC,348,4.0,Intermediate Accounting 2,"(QSTAC347) - Continues with providing a foundation for solving financial reporting issues through the study of liabilities (including pensions, bonds, and leases), interperiod tax allocation, stockholder's equity, and the statement of cash flows",
QSTAC,410,4.0,Corporate Financial Reporting & Analysis,(QSTAC222 & QSTFE323) - This course is designed to teach advanced financial reporting and analysis to non-accounting concentrators,
QSTAC,414,4.0,Financial Statement Analysis,QSTA C221 (grade of B+ or better highly recommended),
QSTAC,420,4.0,Introduction to Financial Analytics,(QSTFE323 & QSTMK323 & QSTOM323 & QSTQM323) - The world of business is deluged by data,
QSTAC,430,2.0,Accounting Research,Senior standing; QST AC348 previous or concurrent - Develops and practices research skills required of an accounting professional,
QSTAC,431,4.0,Sustainability Reporting,,
QSTAC,445,4.0,Advanced Managerial Accounting,"Senior standing; QST AC347 - Integrates knowledge from the fields of accounting, economics, and finance to investigate current issues related to management control, financial analysis and valuation, corporate governance, and strategic cost analysis",
QSTAC,469,4.0,Principles of Income Taxation I,"QST AC347 previous or concurrent - Federal income tax law common to all taxpayers: individuals, partnerships, and corporations",
QSTAC,498,4.0,Directed Study: Accounting,,
QSTAC,541,4.0,Advanced Accounting,"Senior standing; QST AC348 previous or concurrent - Examines accounting issues relating to business combinations and foreign operations (accounting for mergers and acquisitions, constructing consolidated financial statements, recording foreign-currency transactions and hedging exchange risk, translating foreign subsidiaries' local currency financial statements), business segments, reporting for local governments, and the impact of the SEC and international standards on financial reporting",
QSTAC,548,4.0,Accounting Research,,
QSTAC,555,2.0,Not-for-Profit Accounting,QST AC 348 - Principles of accounting and reporting for nonprofit organizations and local government,
QSTAC,565,4.0,Auditing,"QST AC348 previous or concurrent - Introduces the basic concepts underlying auditing and assurance services (including materiality, audit risk, and evidence) and demonstrates how to apply those concepts to audit and assurance services through financial statement audits",
QSTAC,579,4.0,Principles of Income Taxation II,"QST AC469 - Certain common and special Federal tax laws for individuals, partnerships, corporations, estates, trusts, and miscellaneous entities",
QSTAC,600,1.0,LLLLLLLLLLLLLLL,,
QSTAC,605,2.0,Topics in Financial Reporting and Control,,
QSTAC,710,3.0,Financial Reporting and Analysis,"(QSTMG730) - An introduction to financial accounting and how organizations provide financial information to external users (stockholders, creditors, and analysts)",
QSTAC,711,3.0,Financial Reporting and Control,,
QSTAC,712,2.0,Topics in Financial Reporting and Control,,
QSTAC,810,3.0,Managerial Accounting,,
QSTAC,814,3.0,Financial Statement Analysis & Investor Decisions,"QSTMO 712 or 713, QSTAC 710 or 711, QSTQM 716 or 717, QSTMK 723 or 724, QSTFE 711 or 722",
QSTAC,820,3.0,Financial Analytics,,
QSTAC,830,3.0,Managerial Accounting,"QSTAC 710 or 711, QSTBE 720 or 721, QSTFE 711 or 722, QSTMK 723 or 724, QSTMO 712 or 713, QSTOM 725 or 726, and QSTQM 716 or 717",
QSTAC,831,3.0,Sustainability Reporting,,
QSTAC,840,3.0,Nonprofit Financial Management,,
